Medium leverage,Small leverage,high leverage
25.107727664464235,27.190462510772768,47.701809824763
34.62363021117344,31.528112884792076,33.84825690403448
27.487668439472017,41.03447325635868,31.47785830416931
34.39294216496289,36.479484666013164,29.127573169023947
